id,created_at,text
1019355343619534850,2018-07-17 22:57:07,Y’all are buggin’ 😂🤦‍♂️ https://t.co/ZutFdhOeJF
1019345818954993664,2018-07-17 22:19:16,Relatable.. 😂💯 https://t.co/ocjNjpExqU
1019320922711449600,2018-07-17 20:40:20,Savage...😳😩😂 https://t.co/6i0qGuPdGk
1019303228582875136,2018-07-17 19:30:02,Lil Pump living his best life in Barcelona! 😂🔥 @lilpump (via Kevin Wong) https://t.co/ntVw1M9IT7
1019302482848239616,2018-07-17 19:27:04,Juice WRLD’s tour looking lit 👀🔥 @JuiceWorlddd https://t.co/W9B6UELIjf
1019285160255246339,2018-07-17 18:18:14,“Man got me a #1 record” says Drake to Shiggy! 🎶🕺👍 @TheShiggster @Drake https://t.co/naElikXLzD
1019279988057616384,2018-07-17 17:57:41,Hold up.. 🤔 https://t.co/GMIg4GlUB3
1019266902718369792,2018-07-17 17:05:41,We all have this friend 🤣 https://t.co/vNZb5B1VXO
1019261245915099136,2018-07-17 16:43:12,Looks like Rugrats are making a comeback with 26 new episodes! Are y’all looking forward to it? 👇😳🤔 @Bycycle https://t.co/zY3W80g0Ic
1019258444887584769,2018-07-17 16:32:04,‘Hearing aids’ 😂🤦‍♂️ https://t.co/8HBlXFq1jV
1019256048706826240,2018-07-17 16:22:33,Iggy Azalea 👀🍑 @IGGYAZALEA https://t.co/4X4wD7iO7l
1019218796811341825,2018-07-17 13:54:31,"3 years ago today, Future released “DS2” featuring the tracks “Blow A Bag”, “Stick Talk”, and “Where Ya At”. 🔥🎶… https://t.co/CQkMMMhT3Z"
1019204851899731968,2018-07-17 12:59:07,“My kind of people...squad goals!” 💯 @QWorldstar https://t.co/2kbenvywnR
1019082006422884352,2018-07-17 04:50:58,Hold up😩😂 https://t.co/mV5fXkHDqF
1019064934586609666,2018-07-17 03:43:08,Do y’all agree?! 😂 https://t.co/7FbbyWdHfj
1019050313368653827,2018-07-17 02:45:02,Would y’all try this?! 👀🔥 @fuckjerry https://t.co/2mzJF5gxTF
1019034650470178816,2018-07-17 01:42:48,Oh hell nah! 😤😂 https://t.co/asLVBHSqq8
1019022784150810624,2018-07-17 00:55:38,Arnold Schwarzenegger speaks about President Trump’s press conference with Russian President Vladimir Putin today..… https://t.co/HBrJ4rfFaa
1019017480986079232,2018-07-17 00:34:34,Free Kodak 🙏 @KodakBlack1k https://t.co/lxxY7HocUY
1018997118726430720,2018-07-16 23:13:39,Facts!😂😈 https://t.co/HBi4LRmXCf
1018989905148440576,2018-07-16 22:44:59,Speak your truths!😩😂💯 https://t.co/b52l33XhIU
1018968524260339715,2018-07-16 21:20:02,The worst 😩😂 https://t.co/vrULxbkJ0p
1018957631799644160,2018-07-16 20:36:45,The struggle is real...😳😩 https://t.co/fSs65922gX
1018943756165361664,2018-07-16 19:41:37,RT @YoungDolph: New music??......🤔
1018932435675906053,2018-07-16 18:56:38,Which one? 🤔 https://t.co/5iiRvg6pua
1018923812832923649,2018-07-16 18:22:22,Smh chill y’all 😂 https://t.co/l5zcRYdm50
1018915401785364485,2018-07-16 17:48:56,Y’all remember him?! 😂 https://t.co/7Dl0CTttnb
1018910281924308992,2018-07-16 17:28:36,This is the worst 😩 https://t.co/yZtOJ0DktH
1018898488732549120,2018-07-16 16:41:44,Is Young Thug speaking facts?! 👀🤔 @youngthug https://t.co/OdWEQjDv4C
1018891899040657408,2018-07-16 16:15:33,Y’all remember it?! 😂 https://t.co/zWXkMsyZQE
1018889300203786241,2018-07-16 16:05:13,Will Smith sends a big congratulations from Russia to Cardi B and Offset on the birth of their daughter Kulture! 👶🙏… https://t.co/0e0NG0BgMg
1018875580891258887,2018-07-16 15:10:42,When Wifey trippin cause its “Guys night out”...🐶😩😂 @Chicklet_HF @MaleniC14 https://t.co/EPDmXOJFOP
1018845872782827525,2018-07-16 13:12:39,“Don’t give up...keep believing!” 💯 @QWorldstar https://t.co/zcvHsg3ldF
1018698879942963200,2018-07-16 03:28:34,Y’all wildin’ 😂🤦‍♂️ https://t.co/89Q9hMiMET
1018688360368476166,2018-07-16 02:46:46,So accurate 🤣💯 https://t.co/RqofkbZXW2
1018675500393299968,2018-07-16 01:55:40,The struggle 😩😅 https://t.co/JnjgTEW8bY
1018660525696339970,2018-07-16 00:56:09,What do y’all think? 🤔 @bycycle https://t.co/qq9nVHL0k8
1018646469413429248,2018-07-16 00:00:18,Cholo Fit Creeper celebrates France’s World Cup victory! 🇫🇷⚽️😂 @FrankieQuinones https://t.co/LnYRqZv6zy
1018640573161525249,2018-07-15 23:36:52,Real pain 😂💯 https://t.co/2HMkEHA9Fw
1018628938334130177,2018-07-15 22:50:38,Canela is a savage 😂🦌 @COLDGAMEKELV https://t.co/OwPnALhz1K
1018621674638454784,2018-07-15 22:21:46,That awkward moment.. 😂🤦‍♂️ https://t.co/hEVnqR8Y0p
1018619146064494592,2018-07-15 22:11:44,Who can relate? 😂🙋‍♂️ https://t.co/zbuSper37V
1018611186177396736,2018-07-15 21:40:06,Would y’all try these?! 😳 https://t.co/eKOb5T0tDp
1018606478129758219,2018-07-15 21:21:23,This was a weird time 😂💯 https://t.co/9Cudyx7AtP
1018578994374041601,2018-07-15 19:32:11,This will NEVER happen 😂😭 https://t.co/bdzMwn2iHh
1018570637110120448,2018-07-15 18:58:58,Future’s Instagram Story’s 😂 @1future https://t.co/pkYYkcjhMu
1018563513034465280,2018-07-15 18:30:40,"21 years ago today, Missy Elliott released “Supa Dupa Fly” featuring the tracks “Best Friends”, “Sock It 2 Me”, and… https://t.co/T8JiBHCrlP"
1018553458037846017,2018-07-15 17:50:42,TBT 😂 https://t.co/FHiI2qmZKR
1018542158339506176,2018-07-15 17:05:48,These people are the worst 😑😂 https://t.co/wzEC3E3cGQ
1018540441409675264,2018-07-15 16:58:59,RT @brfootball: FRANCE WIN THE WORLD CUP! 🇫🇷 https://t.co/Ub4dzgfnoI
1018519294144143360,2018-07-15 15:34:57,Will Smith and Nicky Jam break out their special moves! 🕺😂👍 (IG/WillSmith @NickyJamPR) https://t.co/5xX2e1vTsr
1018481970207232000,2018-07-15 13:06:38,“When you have a pure heart you attract good &amp; bad...just keep your third eye open...stay true to yourself...don’t… https://t.co/Ins82w5Lyg
1018340497553846273,2018-07-15 03:44:29,Smh this is wrong 😂😩 https://t.co/fP28AHzjhR
1018309059815014400,2018-07-15 01:39:33,Could you do it? 🤔 https://t.co/NWpb7xHF9y
1018249204047769600,2018-07-14 21:41:43,True though 🤣💀 https://t.co/4Fojj3kkPj
1018246424310534144,2018-07-14 21:30:40,"20 years ago today, Beastie Boys released “Hello Nasty” featuring the tracks “Remote Control”, “Body Movin”, and “I… https://t.co/dBilzPzPVQ"
1018233076550389760,2018-07-14 20:37:37,TI gifted Tiny a new whip for her birthday 👀👌 @Tip https://t.co/ZfWeTMbKns
1018223095239278594,2018-07-14 19:57:58,These customers are the worst 😤😂 https://t.co/Gck05akPdl
1018192419458871296,2018-07-14 17:56:04,Fox had to be tight 😂🤦‍♂️ https://t.co/xecjBr3qNc
1018185129905319942,2018-07-14 17:27:06,The answer is always no 😂💀💯 https://t.co/PbPTJqKwJa
1018177532829601792,2018-07-14 16:56:55,"Happy Birthday goes out to SpongeBob! He turned 32 today! 
🎂🎈@SpongeBob https://t.co/06khmAeEn2"
1018173509946757120,2018-07-14 16:40:56,Which one? 🤔 #Fortnite https://t.co/pTenYfzKSF
1018169465765277696,2018-07-14 16:24:51,"Happy Birthday goes out to Conor McGregor! He turned 30 today! 
🎂🎈@TheNotoriousMMA https://t.co/0kk6qfx8f8"
1018142238176677888,2018-07-14 14:36:40,How are y’all feeling this 2 Chainz verse 🔥 or 💩? @2Chainz https://t.co/MTiL6U7wl7
1018127955841765376,2018-07-14 13:39:55,"1 year ago today, French Montana released “Jungle Rules” featuring the tracks “Famous”, “No Pressure”, and “Unforge… https://t.co/3sc1q70MYY"
1018122874589204480,2018-07-14 13:19:43,“Real Sh*t...” 💯 @QWorldstar https://t.co/y1zDs47lbl
1017989574352441345,2018-07-14 04:30:02,Who can relate?😩😂💯 https://t.co/FfwPM2GCw6
1017979555930308608,2018-07-14 03:50:13,Travis Scott fans be like.. 😂😭 https://t.co/3V88NmBUYr
1017949035326595072,2018-07-14 01:48:57,Somebody tried taking Ugly God’s chain 👀 @UglyGod https://t.co/S3DfZCoy7B
1017926578989404160,2018-07-14 00:19:43,Tekashi 69 explains how he was arrested at the airport 😂🤦‍♂️ @6ix9ine https://t.co/dT2Yde4hn6
1017918562680426496,2018-07-13 23:47:52,Meanwhile in Los Angeles...😳😩 @ForeverRikk https://t.co/TYUfr1mz0e
1017904883020812289,2018-07-13 22:53:30,"RT @IamAkademiks: Breaking: Tekashi 69 is currently being processed to be released from Rikers Island after paying $150,000 in bail. Basica…"
1017887070402985984,2018-07-13 21:42:43,Facts!😂💯 https://t.co/cwVcRJXffy
1017886229004734464,2018-07-13 21:39:23,RT @chancetherapper: Fortnite should put the actual rap songs behind the dances that make so much money as Emotes. Black creatives created…
1017881846133248001,2018-07-13 21:21:58,Stay safe y’all 😂👹 https://t.co/5uNtNkIAUt
1017875035351126017,2018-07-13 20:54:54,Brittney does the #InMyFeelingsChallenge! 👀🙌 @Freakabritt #DoTheShiggy https://t.co/Dbz5M53Ef0
1017865020565319680,2018-07-13 20:15:06,"SPONSORED: Today, @TIDAL is taking over select @Sprint stores nationwide with artist appearances, tickets to the bi… https://t.co/dPLwOpHIht"
1017853204632088576,2018-07-13 19:28:09,Y’all doing too much now 😂🤦‍♂️ https://t.co/NnpPrmbprO
1017838021285163011,2018-07-13 18:27:49,How are y’all feeling Ryan Seacrest’s attempt at the #InMyFeelingsChallenge? 🕺😳🤔 @RyanSeacrest #DoTheShiggy https://t.co/blpEncMdl5
1017811693286711296,2018-07-13 16:43:12,Facts 😅😭 https://t.co/BQTJqPPdf9
1017809300549505025,2018-07-13 16:33:41,The struggle.. 😩😂 https://t.co/2IJiRaRnGS
1017809096660135936,2018-07-13 16:32:53,Wiz Khalifa released “Rolling Papers 2”...how’s it sounding 🔥 or 💩? @WizKhalifa https://t.co/0vijOD0SWl
1017782488847081472,2018-07-13 14:47:09,Happy Birthday goes out to Rich The Kid! He turned 26 today! 🎂🎈@RichTheKid https://t.co/4jiqqU9NHi
1017755853355659266,2018-07-13 13:01:19,“Loyalty is royalty!” 💯 @QWorldstar https://t.co/wMzmCzCOQB
1017615360340692992,2018-07-13 03:43:02,Tag this person 😂👇 https://t.co/VfiVEfq0hx
1017586845209808896,2018-07-13 01:49:44,For real though.. 🤔😂 https://t.co/tlYtcTEkkz
1017573698163957760,2018-07-13 00:57:29,"SPONSORED: Tomorrow, @TIDAL is taking over select @Sprint stores nationwide with artist appearances, tickets to the… https://t.co/MnX09aVyGl"
1017571526890139655,2018-07-13 00:48:52,"RT @trvisXX: HAPPPIEST FUCKING KID EVER. LETS FUCKING GETTTTTTTTTTTTTTTTTTT IT. !!!!!!!! 
                ASTROWORLD"
1017558826701283328,2018-07-12 23:58:24,It be like that 🤣😤 https://t.co/aBNgVAyLKT
1017541418448031744,2018-07-12 22:49:13,Wiz Khalifa releases the tracklist to “Rolling Papers 2” dropping tomorrow! 🔥🎶 @WizKhalifa https://t.co/DMOEuH8twf
1017535254029111302,2018-07-12 22:24:44,Big Boi has pet Owl’s! 😳👀 @BigBoi https://t.co/XqqFm08MWo
1017518573332434944,2018-07-12 21:18:27,Real Talk...💯 https://t.co/rzhDEXnz1Z
1017505749663145994,2018-07-12 20:27:29,What do y’all think of the new #Fortnite map? 🤔 https://t.co/LflvEipTvp
1017496789245661185,2018-07-12 19:51:53,Oh nah.. 😂😩 https://t.co/UkJZMf5qa5
1017485095454822400,2018-07-12 19:05:25,Will Smith hittin the #InMyFeelingsChallenge! 😳😂🙌 (IG/WillSmith) #DoTheShiggy https://t.co/PlyJ9TgTPc
1017450052460130305,2018-07-12 16:46:10,Smh 😂🤦‍♂️ https://t.co/2CdQikSGCs
1017399369941831681,2018-07-12 13:24:46,Airport security be like...✈️😩💯 @HaHaDavis https://t.co/hgzaGZ8llO
1017393766855004160,2018-07-12 13:02:30,“Private life...” 💯 @QWorldstar https://t.co/h2Hk3NSCXm
1017246094139559937,2018-07-12 03:15:43,We see you Young Dolph 👀 @youngdolph https://t.co/xZ9flE22NK
1017238473684799488,2018-07-12 02:45:26,Oh hell nah! 😳😂 https://t.co/4PYw4gZgfa
1017231972157001728,2018-07-12 02:19:36,Supreme Patty brought a homeless man to the club 😂🔥 @supremepatty https://t.co/RE4OzDkllA
1017223436744253440,2018-07-12 01:45:41,This is the worst 😤 https://t.co/jE33q8Sng5
1017211207881756678,2018-07-12 00:57:05,“Ask me a question” 😂🤦‍♂️ https://t.co/olj5N2KF4G
1017191019748712448,2018-07-11 23:36:52,New whip who dis 🤣🤦‍♂️ https://t.co/wvAy8pxToP
1017186331015823360,2018-07-11 23:18:14,Who runnin’ em?😂💯 https://t.co/vsLjajWofG
1017176741578715137,2018-07-11 22:40:08,At least he was honest 🤷‍♂️😂 https://t.co/sBUKEr1xDc
1017173273807900672,2018-07-11 22:26:21,The worst...😩💯 https://t.co/WohjpRhJ6A
1017166243441176576,2018-07-11 21:58:25,Oh naw!😩💀😂 https://t.co/SxGUqOFBvg
1017136398606925828,2018-07-11 19:59:49,This dude is nice with it 😂💯 https://t.co/db8hBo4PIr
1017131040551391233,2018-07-11 19:38:32,Which one? 🤔 https://t.co/TYxGw69G0S
1017127110492770304,2018-07-11 19:22:55,Julius Dein with some magic for Drake! 👀😳 @JuliusDein @Drake https://t.co/aaNtHIukKQ
1017114420105895937,2018-07-11 18:32:29,On point 😂👌 https://t.co/siOFUkXIg3
1017108751709589514,2018-07-11 18:09:58,RT @TMZ: Tekashi69 Arrested in NYC for Alleged Texas Mall Attack https://t.co/ApZP8XldZH
1017103599346864128,2018-07-11 17:49:29,Real talk! 😩😂 https://t.co/aCHfkRvbca
1017080320410210305,2018-07-11 16:16:59,Well damn! 😳😂 https://t.co/n7Nmg3zydI
1017077847826075648,2018-07-11 16:07:09,Facts! 😂💯 https://t.co/NeqDTzX1z9
1017077000647905280,2018-07-11 16:03:47,A second suspect has been arrested in connection with the murder of #XXXTentacion. Broward County Sheriff’s office… https://t.co/vpxRRHWm34
1017061126171963399,2018-07-11 15:00:43,Congratulations goes out to Cardi B and Offset on the birth of their baby girl Kulture Kiari Cephus! 👶🙏 @IAmCardiB… https://t.co/1m6uVVNZD4
1017045299536318464,2018-07-11 13:57:49,Why they do the homie Creeper like that though?! 😳😩😂 @FrankieQuinones https://t.co/qkipB59BHq
1017039481671692288,2018-07-11 13:34:42,Rich The Kid previewing some new music...how’s it sounding 🔥 or 💩? @RichTheKid https://t.co/7naLMBbjcz
1017032069237694465,2018-07-11 13:05:15,"“Trust the vibes, energy doesn’t lie!” 💯 @QWorldstar https://t.co/1bfI4OPnY4"
1016896090665340929,2018-07-11 04:04:55,Trippie Redd explains the reasoning behind why he didn’t participate in the 2018 XXL Cypher 👀🤔 @trippieredd https://t.co/5zXYlsnDHv
1016885031594323969,2018-07-11 03:20:58,Got em.. 😂🤷‍♂️ https://t.co/QfB6677yls
1016878840117911552,2018-07-11 02:56:22,Lil Yachty got a custom Xbox 👀🔥 @lilyachty https://t.co/soXMnfrY5q
1016868659166433281,2018-07-11 02:15:55,For real though.. 😂😆 https://t.co/g0hWNj6YJY
1016855440574111746,2018-07-11 01:23:23,Y’all too funny 😂🤦‍♂️ https://t.co/93azMAJ0mp
1016833564086820864,2018-07-10 23:56:28,Who can relate?! 🙋‍♂️😂 https://t.co/hQzyXLdUWc
1016833310805450752,2018-07-10 23:55:27,Y’all excited?! 😂🤦‍♂️ https://t.co/eeuvemTXhI
1016831405085593602,2018-07-10 23:47:53,Lil Pump has some words for a man who destroyed a #XXXTentacion memorial. 😳😩 @LilPump https://t.co/OxGEkHTlMJ
1016799201349505024,2018-07-10 21:39:55,Tekashi 69 says he’s ready to be back in NY and that he’s gonna go 8 for 8 on Billboard! 🎶👀 @6ix9ine https://t.co/QWJhCcE5we
1016789676483665921,2018-07-10 21:02:04,“It’s hot what you want me to do?!” ☀️😩😂 @1FunnyMike https://t.co/TBz2DVX8lN
1016779210705207299,2018-07-10 20:20:29,According to Uzi 😅 https://t.co/ff10iKtKU1
1016768138933952512,2018-07-10 19:36:29,This is so true 🤣 https://t.co/ZRqNqCGG72
1016752744189718528,2018-07-10 18:35:19,So many questions 🤔😂💀@bmrtwins1 #InMyFeelingsChallenge https://t.co/GxqIatnN2t
1016741625224155136,2018-07-10 17:51:08,The struggle.. 😩😂 https://t.co/wMPzX958eU
1016735456942350338,2018-07-10 17:26:37,It be too many questions 😩💯 https://t.co/pkw0cqo2V4
1016730633366851585,2018-07-10 17:07:27,Trippy...😳 https://t.co/mO3KFwZg4K
1016713438893047808,2018-07-10 15:59:08,"6 years ago today, Frank Ocean released “Channel Orange” featuring the tracks “Thinkin Bout You”, “Sweet Life”, and… https://t.co/7ueGfflnBt"
1016674388568047617,2018-07-10 13:23:57,RT @CNN: BREAKING: All 12 boys and their coach from the youth soccer team trapped in a flooded Thai cave for nearly three weeks have now be…
1016669044748050433,2018-07-10 13:02:43,“Live stress free! Don’t let things distract you while you’re building!” 💯 @QWorldstar https://t.co/6S0W9s4Ddo
1016547119631462400,2018-07-10 04:58:14,Bruh😂💯 https://t.co/Ld2Hy3zA1o
1016511343049003008,2018-07-10 02:36:04,Chicklet attempted to #DoTheShiggy...😳😩😂 @CHICKLET_HF @MaleniC14 #InMyFeelingsChallenge https://t.co/USUf5Z99pL
1016499362036436992,2018-07-10 01:48:28,Lil Uzi Vert has a message for his fans 👀🤔 @LILUZIVERT https://t.co/Ur5GdlnlVE
1016488901765156865,2018-07-10 01:06:54,This is true.. https://t.co/qfiSmS44gh
1016443629106327552,2018-07-09 22:07:00,Facts! 😂🕺 https://t.co/05N66P9N9L
1016409547353788416,2018-07-09 19:51:34,💯 https://t.co/s9DRciW15f
1016385892955639808,2018-07-09 18:17:35,It’s true though.. 😂 https://t.co/SGSY68zWnC
1016372190797811713,2018-07-09 17:23:08,Gary Vee speaking facts 💯 @garyvee https://t.co/xQyqPHlBLk
1016369645375217664,2018-07-09 17:13:01,Yooooo!😂 https://t.co/pYzEHzEjCE
1016361163100221440,2018-07-09 16:39:19,Who knows the struggle?! 🙋‍♂️😂 https://t.co/2wlEMYgzv2
1016357481117863937,2018-07-09 16:24:41,The grind don’t stop 😤😂 https://t.co/Fu8nFcjmh5
1016355843837759488,2018-07-09 16:18:10,Do y’all agree or disagree? 🏀🤔 https://t.co/cnXl3Tc40F
1016327693829361664,2018-07-09 14:26:19,Ciara and Russell Wilson hit the #InMyFeelingsChallenge! 😂👍 @Ciara @DangeRussWilson https://t.co/F3u1OHvDz4
1016307586424074240,2018-07-09 13:06:25,“Actions speak louder than words...” 💯 @QWorldstar https://t.co/ekmXPqFri0
1016165494594920454,2018-07-09 03:41:48,😂 https://t.co/KheKdyrHKT
1016155064082358272,2018-07-09 03:00:21,Yes or No? 🤔 https://t.co/khKgnPBNuc
